Device_id,Step,Computing,Communication(Not Overlapped),Overlapped,Communication,Free,Stage,Bubble,Preparing
0,0,8.968848153015971,1.546148649287224,0,1.546148649287224,1.4850031976968043,Prefill,,
0,1,9.190213323399426,1.5388739863157266,0,1.5388739863157266,1.270912690284847,Prefill,,
0,2,9.103431050953269,1.5478477869987484,0,1.5478477869987484,1.3487211620479835,Decode,,
0,3,9.010214124402403,1.5234975492954252,0,1.5234975492954252,1.4662883263021724,Decode,,
0,4,9.10962013926208,1.5677967948675153,0,1.5677967948675153,1.3225830658704043,Decode,,
0,5,8.91443265361488,1.5425815722227096,0,1.5425815722227096,1.5429857741624102,Decode,,
0,6,8.99560860380828,1.553610420584679,0,1.553610420584679,1.4507809756070396,Decode,,
0,7,8.977684343120456,1.535657407307625,0,1.535657407307625,1.486658249571919,Decode,,
0,8,8.980012744519112,1.5468344610929492,0,1.5468344610929492,1.473152794387939,Decode,,
0,9,9.021105938872694,1.5377274159908292,0,1.5377274159908292,1.4411666451364773,Decode,,
0,10,9.043283012279868,1.5341164320945737,0,1.5341164320945737,1.4226005556255585,Decode,,
0,11,8.943504046902062,1.5219512000083926,0,1.5219512000083926,1.534544753089545,Decode,,
0,12,9.100774531409144,1.5395466027975082,0,1.5395466027975082,1.3596788657933474,Decode,,
0,13,9.084735908696057,1.5423385203123092,0,1.5423385203123092,1.372925570991634,Decode,,
0,14,9.011063926324244,1.5427297249317173,0,1.5427297249317173,1.446206348744038,Decode,,
0,15,9.122143321296573,1.529850228238106,0,1.529850228238106,1.348006450465321,Decode,,
0,16,8.954791325864194,1.5454591803073887,0,1.5454591803073887,1.4997494938284164,Decode,,
0,17,9.130843675848839,1.5587233163595202,0,1.5587233163595202,1.310433007791641,Decode,,
0,18,9.036429978200792,1.5329281404733657,0,1.5329281404733657,1.4306418813258432,Decode,,
0,19,9.03633101617992,1.5488226038217547,0,1.5488226038217547,1.4148463799983253,Decode,,
0,20,9.03842804749906,1.5385745435714726,0,1.5385745435714726,1.4229974089294666,Decode,,
0,21,9.030545619460941,1.539336040234566,0,1.539336040234566,1.4301183403044926,Decode,,
0,22,8.984727399095894,1.52991689414978,0,1.52991689414978,1.485355706754327,Decode,,
0,23,9.065112424299123,1.5415900762796402,0,1.5415900762796402,1.393297499421237,Decode,,
